customer_id,customer_name,gender,age,city,state,region,join_date,first_purchase_date,latest_purchase_date,customer_lifetime_orders,customer_lifetime_revenue,customer_lifetime_profit,average_order_value,preferred_product,preferred_category,preferred_brand,preferred_sales_channel,preferred_payment_method,customer_revenue_contribution_percentage,customer_gross_profit_contribution_percentage,is_repeat_customer
38207,"Anmol Kishore Shinde",Others,21,Faridabad,Haryana,North,2023-07-27,2023-08-23,2023-08-23,1,8314.95,943.71,8314.95,"Flip 7","Audio Devices",JBL,Website,Card,0.0001,0.0002,No
38208,"Komal Vijay Kaur",Female,30,Surat,Gujarat,West,2019-01-27,2019-11-06,2019-11-06,1,9196.26,383.04,9196.26,SRS-XB100,"Audio Devices",Sony,"Offline Store",UPI,0.0001,0.0001,No
38209,"Rakesh Prakash Khanna",Male,31,"New Delhi",Delhi,North,2022-06-10,2022-06-19,2024-03-01,4,256721.09,17801.22,64180.27,"iPhone 17",Accessories,Apple,"Offline Store",UPI,0.0035,0.0045,Yes
38210,"Nikhil Vijay Kaur",Male,24,Hyderabad,Telangana,South,2020-11-27,2020-11-27,2023-06-03,3,130859.43,11783.75,43619.81,"OnePlus Pad 3","Audio Devices",Haier,Website,UPI,0.0018,0.0030,Yes
38211,"Sneha Prakash Ahuja",Female,41,Kolkata,"West Bengal",East,2024-07-22,2024-10-11,2024-10-11,1,91169.74,10.60,91169.74,"Prestige 16 AI",Laptops,MSI,"Mobile App",UPI,0.0012,0.0000,No
38213,"Nitin Om D'Souza",Male,29,Kolkata,"West Bengal",East,2018-05-10,2018-09-02,2019-10-27,3,165396.44,21332.46,55132.15,"Air Fryer Prolife","Audio Devices",Havells,"Offline Store",Cash,0.0022,0.0054,Yes
38214,"Sunita Prem Mane",Female,41,Raipur,Chhattisgarh,Central,2024-10-14,2025-11-27,2025-11-27,1,65999.00,7919.88,65999.00,iPad,Tablets,Apple,Website,Card,0.0009,0.0020,No
38215,"Ritvik Prakash Saxena",Male,31,Chandigarh,Punjab,North,2021-01-02,2021-03-07,2021-03-07,1,10038.59,835.37,10038.59,"Luna Ring","Smart Watches",Noise,"Offline Store",Cash,0.0001,0.0002,No
38216,"Isha Mohan Chatterjee",Female,52,Lucknow,"Uttar Pradesh",North,2025-05-12,2026-02-18,2026-02-18,1,19713.48,442.36,19713.48,"Redmi 14C",Smartphones,Xiaomi,"Offline Store",Cash,0.0003,0.0001,No
38217,"Mukul Jit Singh",Male,42,Indore,"Madhya Pradesh",Central,2024-11-23,2025-10-11,2025-10-11,1,31797.26,2644.12,31797.26,"Xbox Series X",Gaming,Microsoft,"Offline Store",Card,0.0004,0.0007,No
38218,"Diya Singh Joshi",Female,55,Lucknow,"Uttar Pradesh",North,2025-04-08,2026-05-01,2026-05-01,1,56999.00,5699.90,56999.00,"iPhone 17",Smartphones,Apple,Website,Card,0.0008,0.0014,No
38219,"Nandini Surya Bose",Female,20,Lucknow,"Uttar Pradesh",North,2024-12-29,2025-05-06,2025-05-06,1,24894.84,2895.64,24894.84,"Top Load Washing Machine","Home Appliances",Whirlpool,"Mobile App",UPI,0.0003,0.0007,No
38220,"Kiran Prakash Kamble",Others,23,Mysuru,Karnataka,South,2021-12-20,2022-04-07,2022-04-07,1,17267.05,1187.85,17267.05,"Galaxy Watch8 Classic","Smart Watches",Samsung,Website,"Net Banking",0.0002,0.0003,No
38221,"Vikram Om Arora",Male,30,Bengaluru,Karnataka,South,2020-08-26,2020-09-22,2021-04-26,2,254411.45,14494.12,127205.72,"Galaxy Z Flip 7",Smartphones,OnePlus,"Offline Store",Card,0.0034,0.0037,Yes
38223,"Vivek Raj Sharma",Male,30,Noida,"Uttar Pradesh",North,2019-06-03,2019-11-17,2020-12-16,3,90865.68,4315.60,30288.56,"Phone (3)",Accessories,Anker,"Offline Store",Cash,0.0012,0.0011,Yes
38224,"Anand Prem Malhotra",Male,30,Bengaluru,Karnataka,South,2020-02-27,2020-06-12,2022-11-19,2,180069.26,8017.64,90034.63,"Redmi Buds 6 Pro","Audio Devices",Xiaomi,"Offline Store",UPI,0.0024,0.0020,Yes
38225,"Vijay Mohan Vyas",Male,31,"New Delhi",Delhi,North,2021-06-29,2021-07-31,2025-12-25,3,420654.01,10024.23,140218.00,"Nord CE4 Lite",Smartphones,Apple,Website,"Net Banking",0.0057,0.0025,Yes
38226,"Rishabh Pal Tripathi",Male,28,Ludhiana,Punjab,North,2016-11-19,2017-02-23,2021-10-31,2,25048.65,1740.20,12524.33,"Galaxy Fit4 Pro","Smart Watches",Prestige,"Offline Store",UPI,0.0003,0.0004,Yes
38228,"Rashmi Tej Mahajan",Female,27,Mysuru,Karnataka,South,2017-07-09,2017-07-29,2020-08-23,3,93056.90,3553.44,31018.97,"Nord 5",Smartphones,Microsoft,"Offline Store",Card,0.0013,0.0009,Yes
38229,"Jyoti Kumar Siddiqui",Female,28,Bhopal,"Madhya Pradesh",Central,2017-11-23,2020-03-03,2020-03-03,1,42999.87,2520.75,42999.87,"Redmi Note 14",Smartphones,Xiaomi,"Offline Store",UPI,0.0006,0.0006,No
38230,"Vivaan Veer Fernandes",Male,55,Bengaluru,Karnataka,South,2025-07-13,2025-08-28,2025-08-28,1,41822.85,499.11,41822.85,"Pixel 9a",Accessories,Google,"Offline Store",Cash,0.0006,0.0001,No
38231,"Neeraj Anand Shah",Male,22,Lucknow,"Uttar Pradesh",North,2022-06-18,2022-10-22,2025-04-06,2,69171.63,4677.35,34585.82,"Edge 60",Smartphones,Lenovo,"Mobile App",Card,0.0009,0.0012,Yes
38232,"Navya Rai Mittal",Female,28,Bengaluru,Karnataka,South,2017-04-02,2018-02-13,2019-07-01,3,160038.34,4936.12,53346.11,SRS-XB100,"Audio Devices",Sony,"Offline Store",UPI,0.0022,0.0012,Yes
38233,"Ishaan Vijay Jadhav",Male,23,Raipur,Chhattisgarh,Central,2021-10-20,2022-04-02,2023-07-13,2,33781.74,3853.29,16890.87,"Frost Free Refrigerator","Home Appliances",Havells,"Offline Store",Card,0.0005,0.0010,Yes
38234,"Jyoti Kishore Khanna",Female,21,Hyderabad,Telangana,South,2023-09-22,2023-10-03,2023-10-03,1,49171.55,1612.37,49171.55,"X Pro QLED",Televisions,Xiaomi,Amazon,"Net Banking",0.0007,0.0004,No
38235,"Abhinav Om Dubey",Male,20,Bhopal,"Madhya Pradesh",Central,2024-10-01,2025-01-06,2025-01-06,1,38757.61,3958.41,38757.61,"V15 Detect Vacuum Cleaner","Home Appliances",Dyson,"Offline Store",Card,0.0005,0.0010,No
38236,"Rajat Tej Pawar",Male,31,Patna,Bihar,East,2021-01-24,2021-02-10,2021-02-10,1,48899.00,5867.88,48899.00,"Moto G96",Smartphones,Motorola,"Offline Store",Cash,0.0007,0.0015,No
38237,"Yash Tej Kulkarni",Male,34,Jaipur,Rajasthan,North,2023-04-05,2024-11-03,2024-11-03,1,39137.11,417.99,39137.11,"Redmi Note 14 Pro",Smartphones,Xiaomi,Flipkart,"Net Banking",0.0005,0.0001,No
38238,"Uday Sai Gowda",Male,40,Coimbatore,"Tamil Nadu",South,2024-03-13,2024-03-22,2024-03-22,1,167920.71,2481.59,167920.71,"MacBook Pro (M4 Pro)",Laptops,Apple,"Mobile App","Net Banking",0.0023,0.0006,No
38239,"Aarya Singh Tiwari",Others,22,Lucknow,"Uttar Pradesh",North,2022-10-15,2022-12-07,2022-12-07,1,46679.50,920.38,46679.50,"Edge 60 Pro",Smartphones,Motorola,"Offline Store",UPI,0.0006,0.0002,No
38241,"Komal Ravi Kohli",Female,20,Mumbai,Maharashtra,West,2024-05-17,2025-09-09,2025-09-09,1,29988.25,2521.09,29988.25,"BlackWidow V4 Pro",Gaming,Razer,"Offline Store",Cash,0.0004,0.0006,No
38242,"Gaurav Sai Mane",Male,48,Jodhpur,Rajasthan,North,2025-02-04,2025-03-29,2025-03-29,1,32661.84,718.72,32661.84,"Pixel 9a",Smartphones,Google,"Mobile App",Card,0.0004,0.0002,No
38244,"Dev Mohan Sidhu",Male,23,Gurugram,Haryana,North,2021-11-20,2022-02-20,2024-12-21,2,545528.46,16806.37,272764.23,"Xiaomi 15 Ultra","Kitchen Appliances",Dell,"Offline Store",Cash,0.0074,0.0042,Yes
38245,"Naveen Prakash Pandey",Male,30,Ahmedabad,Gujarat,West,2019-05-22,2019-08-03,2020-09-13,2,166391.80,1028.94,83195.90,"Redmi Note 14 Pro+",Accessories,Samsung,"Offline Store",Card,0.0023,0.0003,Yes
38246,"Mukul Raj Chatterjee",Male,29,Mumbai,Maharashtra,West,2019-05-15,2020-04-04,2021-02-05,2,131944.06,7459.34,65972.03,"Yoga Slim 7i",Accessories,Samsung,"Offline Store",UPI,0.0018,0.0019,Yes
38247,"Ishaan Tej Malhotra",Male,30,Coimbatore,"Tamil Nadu",South,2019-04-02,2019-11-03,2023-07-14,3,42632.72,7909.00,14210.91,"Stone 358 Pro","Audio Devices",Samsung,"Offline Store",Card,0.0006,0.0020,Yes
38248,"Karan Vijay Khatri",Male,45,"New Delhi",Delhi,North,2025-05-03,2025-06-29,2025-06-29,1,63337.34,5276.96,63337.34,"U7 Series",Televisions,Daikin,Amazon,UPI,0.0009,0.0013,No
38249,"Rajat Mohan Bajaj",Male,30,Ludhiana,Punjab,North,2019-04-02,2019-10-04,2023-05-13,2,80051.44,3573.12,40025.72,"Edge 60 Pro",Smartphones,"Blue Star","Offline Store",Cash,0.0011,0.0009,Yes
38250,"Geeta Tej Pillai",Female,43,Noida,"Uttar Pradesh",North,2025-02-03,2025-07-13,2025-07-13,1,74016.08,8995.55,74016.08,"Induction Cooktop",Gaming,Microsoft,"Mobile App",UPI,0.0010,0.0023,No
38252,"Akash Lal Reddy",Male,22,Chennai,"Tamil Nadu",South,2022-11-04,2022-11-05,2022-11-05,1,97146.74,2494.00,97146.74,"Phone (3a) Pro","Smart Watches",Apple,"Offline Store",Cash,0.0013,0.0006,No
38253,"Aditya Kumar Fernandes",Male,24,Hyderabad,Telangana,South,2020-10-16,2020-10-26,2020-10-26,1,25581.14,1501.94,25581.14,"Top Load Washing Machine","Home Appliances",LG,"Offline Store",Cash,0.0003,0.0004,No
38254,"Isha Neel Jadhav",Female,20,Thiruvananthapuram,Kerala,South,2024-06-03,2024-06-30,2024-06-30,1,25378.75,2499.55,25378.75,"Frost Free Refrigerator","Home Appliances",Whirlpool,"Offline Store",UPI,0.0003,0.0006,No
38256,"Madhav Sai Tripathi",Male,40,Indore,"Madhya Pradesh",Central,2024-02-16,2024-03-17,2024-03-17,1,48520.27,2761.15,48520.27,V50,Smartphones,Vivo,"Offline Store",Cash,0.0007,0.0007,No
38257,"Naman Raj Patil",Male,31,Visakhapatnam,"Andhra Pradesh",South,2022-09-11,2022-10-28,2022-10-28,1,16358.58,279.38,16358.58,"Galaxy Watch8 Classic","Smart Watches",Samsung,"Offline Store",UPI,0.0002,0.0001,No
38258,"Divya Chandra Tomar",Female,20,Indore,"Madhya Pradesh",Central,2024-11-24,2025-07-26,2025-07-26,1,44718.46,1071.34,44718.46,"A5 Pro",Smartphones,Oppo,"Offline Store",UPI,0.0006,0.0003,No
38259,"Pragya Deep Mirza",Female,22,Coimbatore,"Tamil Nadu",South,2022-07-28,2022-08-20,2022-08-20,1,53823.07,2783.95,53823.07,"X200 Ultra",Smartphones,Vivo,"Offline Store",UPI,0.0007,0.0007,No
38263,"Saurabh Pal Kaur",Male,23,Panaji,Goa,West,2021-11-15,2022-03-01,2022-03-01,1,46799.00,6551.86,46799.00,"Xiaomi Pad 7 Pro",Tablets,Xiaomi,"Offline Store",UPI,0.0006,0.0017,No
38264,"Myra Raj Pillai",Female,31,Kolkata,"West Bengal",East,2022-08-05,2022-09-09,2022-09-09,1,49826.69,600.25,49826.69,"Nord CE5",Smartphones,Logitech,"Offline Store",UPI,0.0007,0.0002,No
38265,"Nitin Sai Kamble",Male,22,Indore,"Madhya Pradesh",Central,2022-12-31,2023-01-30,2023-01-30,1,24362.02,2018.86,24362.02,"Legion Go",Gaming,Lenovo,Website,Card,0.0003,0.0005,No
38266,"Nandini Mohan Das",Female,40,Indore,"Madhya Pradesh",Central,2024-09-14,2024-10-20,2024-10-20,1,54002.87,4123.73,54002.87,"MatePad Pro",Tablets,Huawei,"Offline Store",Card,0.0007,0.0010,No
38267,"Mansi Nath Varghese",Female,34,Bhubaneswar,Odisha,East,2023-05-11,2023-12-17,2023-12-17,1,4351.54,748.22,4351.54,"MX Keys S",Accessories,Logitech,"Offline Store",UPI,0.0001,0.0002,No
38268,"Abhishek Dev Mehta",Male,20,Kolkata,"West Bengal",East,2024-09-17,2024-10-04,2024-10-04,1,13087.86,1536.62,13087.86,"QuietComfort Ultra Earbuds","Audio Devices",Bose,"Offline Store",UPI,0.0002,0.0004,No
38269,"Bhavna Surya Shinde",Female,34,Patna,Bihar,East,2023-06-24,2023-07-27,2023-07-27,1,66667.05,5067.93,66667.05,"iPad Pro",Tablets,Apple,"Offline Store",UPI,0.0009,0.0013,No
38270,"Vaishnavi Ravi Bhatia",Female,29,Gurugram,Haryana,North,2018-03-05,2018-12-08,2019-06-16,2,338625.32,12356.14,169312.66,"Galaxy S25+",Smartphones,Xiaomi,"Offline Store",UPI,0.0046,0.0031,Yes
38271,"Palak Ranjan Goel",Female,19,Bhopal,"Madhya Pradesh",Central,2025-04-30,2025-12-14,2025-12-14,1,8699.00,2087.76,8699.00,"Tune Beam 2","Audio Devices",JBL,"Offline Store",UPI,0.0001,0.0005,No
38272,"Rishabh Kumar Khanna",Male,34,Visakhapatnam,"Andhra Pradesh",South,2023-12-23,2024-01-23,2024-01-23,1,7996.20,1171.95,7996.20,"Nutri Blend","Kitchen Appliances",Wonderchef,Website,Card,0.0001,0.0003,No
38273,"Pranav Avi Gill",Male,21,Mumbai,Maharashtra,West,2023-10-28,2024-01-25,2024-01-25,1,20850.45,2053.23,20850.45,"Venu 3","Smart Watches",Garmin,"Offline Store",Card,0.0003,0.0005,No
38274,"Arjun Shan Kumar",Male,41,Chennai,"Tamil Nadu",South,2024-01-15,2024-03-07,2024-03-07,1,62928.75,769.59,62928.75,"QLED Q8F",Televisions,Samsung,Flipkart,UPI,0.0009,0.0002,No
38275,"Riya Vijay Sarin",Female,21,Indore,"Madhya Pradesh",Central,2023-12-18,2024-03-05,2024-03-05,1,29530.79,4171.59,29530.79,"Front Load Washing Machine","Home Appliances",LG,"Mobile App",UPI,0.0004,0.0011,No
38276,"Saloni Jit Gowda",Female,52,"New Delhi",Delhi,North,2025-02-18,2025-06-10,2025-06-10,1,116171.44,13.20,116171.44,iPad,Tablets,Apple,Flipkart,Card,0.0016,0.0000,No
38277,"Fatima Ranjan Sidhu",Female,22,Jodhpur,Rajasthan,North,2022-10-13,2022-12-04,2022-12-04,1,93589.06,5589.94,93589.06,"Surface Laptop 7",Laptops,Microsoft,"Offline Store",Cash,0.0013,0.0014,No
38278,"Divya Hari Fernandes",Female,50,Guwahati,Assam,East,2025-01-28,2025-03-16,2025-03-16,1,5099.00,1631.68,5099.00,"MX Master 3S",Accessories,Logitech,Amazon,Card,0.0001,0.0004,No
38279,"Krishna Avi Chauhan",Male,20,Guwahati,Assam,East,2024-08-18,2025-06-04,2025-06-04,1,106931.11,1331.99,106931.11,"MacBook Air (M4)",Laptops,Apple,"Mobile App",UPI,0.0014,0.0003,No
38280,"Sneha Avi Saxena",Female,22,Jaipur,Rajasthan,North,2022-12-08,2023-01-10,2023-01-10,1,25023.54,1664.34,25023.54,"Double Door Refrigerator","Home Appliances",Whirlpool,Amazon,"Net Banking",0.0003,0.0004,No
38281,"Dhruv Deep Khanna",Male,41,Mumbai,Maharashtra,West,2024-09-29,2025-01-27,2025-01-27,1,38646.70,3240.86,38646.70,"Dual Inverter Split AC","Home Appliances",Anker,Amazon,Card,0.0005,0.0008,No
38282,"Vijay Singh George",Male,34,Bengaluru,Karnataka,South,2023-12-03,2023-12-21,2023-12-21,1,56181.62,5705.24,56181.62,X82L,Televisions,Sony,"Mobile App","Net Banking",0.0008,0.0014,No
38283,"Mayank Kumar Dubey",Male,34,Nagpur,Maharashtra,West,2023-08-31,2023-10-25,2023-10-25,1,72625.27,9473.67,72625.27,"Xiaomi Pad 7 Ultra",Tablets,Garmin,"Offline Store",UPI,0.0010,0.0024,No
38284,"Omkar Jay Dubey",Male,23,Gurugram,Haryana,North,2021-10-12,2021-11-07,2021-11-07,1,100809.29,5350.15,100809.29,"Envy x360",Laptops,HP,"Mobile App","Net Banking",0.0014,0.0013,No
38285,"Vikram Deep Sawant",Male,42,Indore,"Madhya Pradesh",Central,2024-02-10,2024-08-18,2024-08-18,1,9679.75,788.51,9679.75,"Momentum True Wireless 4","Audio Devices",Sennheiser,"Offline Store",UPI,0.0001,0.0002,No
38286,"Kriti Deep Khatri",Female,41,Bhubaneswar,Odisha,East,2024-01-09,2024-03-03,2024-03-03,1,109231.84,12.70,109231.84,"Inspiron 16",Laptops,Dell,"Offline Store",UPI,0.0015,0.0000,No
38287,"Naman Tej Kaur",Male,43,Guwahati,Assam,East,2025-02-24,2026-01-27,2026-01-27,1,26553.34,2474.14,26553.34,"Top Load Washing Machine","Home Appliances",LG,"Offline Store",Cash,0.0004,0.0006,No
38288,"Ashish Om Sarin",Male,38,Indore,"Madhya Pradesh",Central,2024-03-29,2025-03-05,2025-03-05,1,8782.83,575.59,8782.83,"Major V","Audio Devices",Marshall,"Offline Store",Cash,0.0001,0.0001,No
38289,"Taran Sai Bajaj",Others,32,Patna,Bihar,East,2023-12-27,2024-02-18,2024-02-18,1,43914.95,2251.79,43914.95,X82L,Televisions,Sony,"Offline Store",UPI,0.0006,0.0006,No
38290,"Ritesh Anand Dhillon",Male,28,Surat,Gujarat,West,2017-07-13,2017-09-15,2018-03-12,2,63689.94,4621.62,31844.97,"Bespoke Refrigerator","Home Appliances",Samsung,"Offline Store",Cash,0.0009,0.0012,Yes
38291,"Madhav Tej Qureshi",Male,32,Bengaluru,Karnataka,South,2023-12-04,2024-09-20,2024-09-20,1,60519.96,1273.60,60519.96,"X200 Ultra",Smartphones,Marshall,"Offline Store",Card,0.0008,0.0003,No
38292,"Sonal Rey Trivedi",Female,40,Surat,Gujarat,West,2024-06-06,2024-06-17,2024-06-17,1,7448.46,685.22,7448.46,"Redmi Buds 6 Pro","Audio Devices",Xiaomi,"Offline Store",UPI,0.0001,0.0002,No
38293,"Devansh Vijay Dave",Male,19,Chennai,"Tamil Nadu",South,2025-07-01,2025-10-17,2025-10-17,1,47524.52,5.40,47524.52,"X200 Pro",Smartphones,Vivo,"Offline Store",UPI,0.0006,0.0000,No
38295,"Rajat Neel Sharma",Male,28,Ghaziabad,"Uttar Pradesh",North,2017-02-04,2017-03-06,2023-03-13,3,114696.02,10869.31,38232.01,"LOQ 15",Laptops,Lenovo,"Offline Store",UPI,0.0016,0.0027,Yes
38296,"Devansh Kumar Iyer",Male,33,Bhubaneswar,Odisha,East,2023-09-21,2023-10-02,2023-10-02,1,12832.21,1288.99,12832.21,"ColorFit Pro 6","Smart Watches",Noise,"Offline Store",UPI,0.0002,0.0003,No
38298,"Kabir Prem Jain",Male,39,Chennai,"Tamil Nadu",South,2024-03-15,2024-04-17,2024-04-17,1,53748.44,2238.10,53748.44,"Redmi Note 14 Pro",Smartphones,Xiaomi,Flipkart,Cash,0.0007,0.0006,No
38299,"Rakesh Hari Rao",Male,29,Ludhiana,Punjab,North,2018-01-18,2020-07-09,2021-05-06,2,58287.70,987.96,29143.85,"Find X8 Ultra",Accessories,Logitech,"Offline Store",UPI,0.0008,0.0002,Yes
38300,"Tanvi Mohan Sethi",Female,40,Mumbai,Maharashtra,West,2024-12-05,2025-04-07,2025-04-07,1,388972.63,20091.97,388972.63,"Edge 60",Smartphones,Motorola,"Offline Store",UPI,0.0053,0.0051,No
38301,"Avni Prem Kamble",Female,27,Mysuru,Karnataka,South,2017-10-27,2019-10-27,2019-10-27,1,31880.64,803.46,31880.64,"WindFree Split AC","Home Appliances",Samsung,"Offline Store",Card,0.0004,0.0002,No
38302,"Harsh Ranjan Verma",Male,41,Noida,"Uttar Pradesh",North,2024-03-31,2025-10-10,2025-10-10,1,62967.93,525.51,62967.93,"iPhone 16 Pro",Smartphones,Anker,Website,UPI,0.0009,0.0001,No
38303,"Ankit Raj Kaur",Male,21,Mumbai,Maharashtra,West,2023-09-30,2023-10-11,2023-10-11,1,9130.53,785.31,9130.53,"Ultima Prime","Smart Watches",Boat,"Offline Store",UPI,0.0001,0.0002,No
38304,"Renu Avi Mane",Female,31,Chandigarh,Punjab,North,2021-03-07,2021-03-14,2021-03-14,1,35757.06,3077.92,35757.06,"OnePlus Pad 3",Tablets,OnePlus,"Offline Store",Cash,0.0005,0.0008,No
38305,"Ananya Neel Iyer",Female,41,Indore,"Madhya Pradesh",Central,2024-07-28,2024-09-12,2024-09-12,1,4567.29,623.97,4567.29,"PowerCore 20000 Power Bank",Accessories,Anker,"Offline Store",UPI,0.0001,0.0002,No
38307,"Priya Jit Siddiqui",Female,26,Mysuru,Karnataka,South,2018-09-21,2020-09-05,2025-03-03,2,10546.65,1304.11,5273.33,"Charge 6","Audio Devices",Apple,"Offline Store",Card,0.0001,0.0003,Yes
38308,"Fatima Lal Kaur",Female,22,Visakhapatnam,"Andhra Pradesh",South,2022-06-02,2022-08-04,2022-08-04,1,8042.61,1218.36,8042.61,"Nutri Blend","Kitchen Appliances",Wonderchef,"Offline Store",Cash,0.0001,0.0003,No
38310,"Shubham Pal Gill",Male,37,Bengaluru,Karnataka,South,2024-06-02,2024-09-29,2025-12-12,2,82558.16,5532.68,41279.08,X200,Smartphones,Apple,"Offline Store",Cash,0.0011,0.0014,Yes
38312,"Khushi Chandra Saxena",Female,30,Jaipur,Rajasthan,North,2019-03-19,2019-07-28,2021-10-26,2,101962.48,2948.22,50981.24,iPad,Tablets,Apple,"Offline Store",Cash,0.0014,0.0007,Yes
38313,"Ayush Lal Bajaj",Male,22,Gurugram,Haryana,North,2022-09-06,2022-09-06,2022-09-06,1,85610.61,6184.23,85610.61,"Nord CE5",Smartphones,Lenovo,"Mobile App",UPI,0.0012,0.0016,No
38314,"Madhav Rai Bhatt",Male,21,Indore,"Madhya Pradesh",Central,2023-11-24,2023-11-26,2025-08-19,3,88750.16,8773.65,29583.39,"Nord CE5",Smartphones,Microsoft,Amazon,Card,0.0012,0.0022,Yes
38315,"Atharv Singh Mahajan",Male,67,Faridabad,Haryana,North,2026-06-03,2026-06-06,2026-06-06,1,90875.22,3988.76,90875.22,"LOQ 15",Laptops,Anker,"Mobile App",Card,0.0012,0.0010,No
38316,"Sameer Rai Banerjee",Male,30,Indore,"Madhya Pradesh",Central,2020-05-15,2020-07-26,2021-11-27,2,166413.88,9835.62,83206.94,"Redmi Note 14",Smartphones,HP,"Offline Store",Cash,0.0023,0.0025,Yes
38317,"Sonam Mohan Mahajan",Female,23,Raipur,Chhattisgarh,Central,2021-11-02,2022-01-14,2022-01-14,1,46142.97,2583.85,46142.97,"Galaxy Tab A9+",Tablets,Samsung,"Offline Store",UPI,0.0006,0.0007,No
38318,"Tanmay Rai Bansal",Male,41,Bengaluru,Karnataka,South,2024-02-04,2024-07-14,2024-07-14,1,18794.60,3904.08,18794.60,"Watch S4","Smart Watches",Apple,Amazon,Card,0.0003,0.0010,No
38319,"Karan Kumar Tomar",Male,22,Chandigarh,Punjab,North,2022-11-05,2023-07-18,2023-07-18,1,42816.09,1456.97,42816.09,"OnePlus 13R",Smartphones,OnePlus,"Mobile App","Net Banking",0.0006,0.0004,No
38321,"Hemant Om Kumar",Male,29,Mysuru,Karnataka,South,2018-07-30,2018-10-28,2018-10-28,1,42155.91,4.79,42155.91,"Edge 60",Smartphones,Motorola,"Offline Store",UPI,0.0006,0.0000,No
38322,"Rakesh Kishore Solanki",Male,24,Visakhapatnam,"Andhra Pradesh",South,2020-06-12,2020-09-19,2020-09-19,1,6437.89,813.64,6437.89,"OTG Oven","Kitchen Appliances","Morphy Richards","Offline Store",Cash,0.0001,0.0002,No
38323,"Suraj Chandra Dubey",Male,41,Mysuru,Karnataka,South,2024-02-20,2024-10-07,2024-10-07,1,37999.00,5319.86,37999.00,"OnePlus Pad 3",Tablets,OnePlus,Flipkart,UPI,0.0005,0.0013,No
38324,"Aditi Raj Sawant",Female,21,Ghaziabad,"Uttar Pradesh",North,2023-06-26,2023-11-11,2023-11-11,1,149656.54,17.40,149656.54,"Alienware m16",Laptops,Dell,"Offline Store",UPI,0.0020,0.0000,No
38325,"Renu Kumar Bose",Female,29,Bhopal,"Madhya Pradesh",Central,2018-01-30,2019-04-18,2020-11-19,2,54383.72,1637.28,27191.86,"A5 Pro",Smartphones,Anker,"Offline Store",Cash,0.0007,0.0004,Yes
38326,"Vijay Pal Modi",Male,22,Bengaluru,Karnataka,South,2022-07-25,2022-08-14,2022-08-14,1,230937.66,4806.95,230937.66,"Surface Laptop 7",Laptops,Bajaj,"Offline Store",Cash,0.0031,0.0012,No
38327,"Rajat Rey Ghosh",Male,28,"New Delhi",Delhi,North,2016-09-07,2017-01-18,2021-08-02,3,260164.52,26733.16,86721.51,"OnePlus Pad 3",Accessories,Anker,"Offline Store",Cash,0.0035,0.0067,Yes
38328,"Srishti Shan Pillai",Female,32,Ghaziabad,"Uttar Pradesh",North,2023-11-21,2023-12-09,2023-12-09,1,40070.66,4247.96,40070.66,"Inverter Split AC","Kitchen Appliances",Daikin,"Offline Store",Cash,0.0005,0.0011,No
38329,"Rajat Surya Tomar",Male,22,Visakhapatnam,"Andhra Pradesh",South,2022-08-28,2022-09-22,2024-10-22,2,151254.10,282.84,75627.05,"Alienware m16",Laptops,Dell,"Offline Store",UPI,0.0021,0.0001,Yes
38330,"Muskan Prem Talwar",Female,29,"New Delhi",Delhi,North,2018-06-25,2018-08-29,2020-06-24,3,73685.65,6868.01,24561.88,"Flip 7",Accessories,Samsung,"Offline Store",UPI,0.0010,0.0017,Yes
38331,"Ritesh Jit Kumar",Male,20,Thiruvananthapuram,Kerala,South,2024-11-12,2024-11-18,2024-11-18,1,13912.91,1121.69,13912.91,"Watch S4","Smart Watches",Xiaomi,"Offline Store",UPI,0.0002,0.0003,No
38332,"Fatima Prem Pandey",Female,47,Ghaziabad,"Uttar Pradesh",North,2025-01-27,2025-12-04,2025-12-04,1,31776.92,2623.78,31776.92,"Xbox Series X",Gaming,Microsoft,Website,Card,0.0004,0.0007,No
38333,"Myra Prem Mukherjee",Female,43,Chennai,"Tamil Nadu",South,2025-05-11,2025-07-14,2025-07-14,1,71698.33,1647.99,71698.33,"iPhone 16 Pro",Smartphones,Apple,"Offline Store",Cash,0.0010,0.0004,No
38334,"Atharv Sai Verma",Male,20,Indore,"Madhya Pradesh",Central,2024-12-16,2025-02-26,2025-02-26,1,52832.37,4953.21,52832.37,X82L,Televisions,Sony,"Offline Store",Cash,0.0007,0.0012,No
38335,"Mohit Hari Sawant",Male,31,Bengaluru,Karnataka,South,2021-04-27,2021-06-04,2023-10-27,2,311992.26,9975.20,155996.13,"Galaxy S25",Smartphones,Samsung,"Offline Store",Card,0.0042,0.0025,Yes
38336,"Himani Pal Pandey",Female,52,Vadodara,Gujarat,West,2025-12-13,2026-02-06,2026-02-06,1,4145.68,610.36,4145.68,"Extreme Portable SSD",Accessories,SanDisk,"Offline Store",Card,0.0001,0.0002,No
38337,"Anjali Ranjan Bose",Female,45,Chennai,"Tamil Nadu",South,2025-07-04,2025-08-01,2025-08-01,1,69094.75,5136.14,69094.75,"Phone (3a) Pro",Smartphones,Bose,"Offline Store",Cash,0.0009,0.0013,No
38341,"Trisha Nath Kaur",Female,28,Pune,Maharashtra,West,2016-05-16,2016-07-16,2021-11-06,3,222817.40,7477.98,74272.47,"Galaxy M36",Tablets,Samsung,"Offline Store",Cash,0.0030,0.0019,Yes
